caseid,Age_group,Sex,Province,Household_size,Find_job,Further_schooling,Morejob,Activity,Media,Stress
14544,55 to 64,Female,Alberta,Two household members,notask,Yes,None,No time,Sometime,0
14545,45 to 54,Female,Ontario,Two household members,notask,Yes,None,No time,No time,0
14546,25 to 34,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
14547,55 to 64,Male,Quebec,One household member,notask,Yes,None,Sometime,Sometime,1
14548,45 to 54,Female,Alberta,Two household members,notask,No,None,Sometime,No time,1
14549,35 to 44,Male,British Columbia,Four household members,notask,Yes,None,Sometime,No time,1
14550,75 years and over,Male,Quebec,Two household members,notask,No,None,No time,Sometime,0
14551,45 to 54,Female,Newfoundland and Labrador,Five household members,notask,Yes,None,Sometime,Sometime,1
14552,25 to 34,Female,Nova Scotia,Four household members,notask,Yes,Yes,No time,No time,1
14553,65 to 74,Male,New Brunswick,Two household members,notask,Yes,None,Sometime,Sometime,0
14554,15 to 24,Male,Ontario,Four household members,notask,No,None,Sometime,No time,1
14555,65 to 74,Male,British Columbia,Two household members,notask,Yes,None,No time,Sometime,0
14556,65 to 74,Female,Manitoba,Two household members,notask,No,None,Sometime,No time,0
14557,55 to 64,Female,Ontario,One household member,notask,Yes,None,No time,Sometime,0
14558,15 to 24,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,No time,Sometime,0
14559,55 to 64,Female,Manitoba,Two household members,notask,No,None,No time,Sometime,1
14560,65 to 74,Male,Saskatchewan,Two household members,notask,Yes,None,Sometime,Sometime,0
14561,25 to 34,Male,New Brunswick,Three household members,notask,Yes,None,No time,Sometime,1
14562,35 to 44,Male,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14563,75 years and over,Female,Ontario,One household member,notask,No,None,No time,Sometime,0
14564,45 to 54,Female,Quebec,One household member,notask,No,None,No time,Sometime,0
14565,55 to 64,Male,Prince Edward Island,Two household members,notask,No,None,Sometime,Sometime,0
14566,65 to 74,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
14567,55 to 64,Female,Saskatchewan,Two household members,notask,No,None,No time,Sometime,1
14568,75 years and over,Female,Ontario,Two household members,notask,No,None,No time,Sometime,0
14569,55 to 64,Male,Manitoba,Two household members,notask,Yes,None,Sometime,Sometime,1
14570,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14571,45 to 54,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
14572,55 to 64,Male,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,0
14573,25 to 34,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,1
14574,65 to 74,Male,British Columbia,Two household members,notask,Yes,None,No time,Sometime,0
14575,25 to 34,Female,British Columbia,Three household members,notask,Yes,None,No time,Sometime,0
14576,45 to 54,Male,Saskatchewan,One household member,notask,Yes,None,Sometime,Sometime,1
14577,25 to 34,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,1
14578,45 to 54,Female,British Columbia,Four household members,notask,No,Yes,Sometime,Sometime,1
14579,45 to 54,Female,Nova Scotia,Two household members,notask,No,None,No time,Sometime,0
14580,75 years and over,Male,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
14581,55 to 64,Female,Manitoba,Four household members,notask,No,None,No time,Sometime,0
14582,65 to 74,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
14583,65 to 74,Female,Quebec,Two household members,notask,No,None,Sometime,Sometime,0
14584,35 to 44,Male,British Columbia,Two household members,notask,No,None,Sometime,Sometime,0
14585,35 to 44,Female,Prince Edward Island,Four household members,notask,Yes,None,No time,Sometime,1
14586,65 to 74,Male,Ontario,Three household members,notask,Yes,Yes,Sometime,Sometime,0
14587,25 to 34,Female,Alberta,Four household members,notask,No,None,No time,Sometime,1
14588,15 to 24,Female,Prince Edward Island,Two household members,asked,No,None,No time,Sometime,1
14589,55 to 64,Female,Ontario,One household member,notask,Yes,None,No time,No time,0
14590,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,No time,1
14591,45 to 54,Female,Saskatchewan,Six household members or more,notask,Yes,None,No time,Sometime,1
14592,15 to 24,Female,Prince Edward Island,Three household members,notask,No,None,No time,Sometime,0
14593,55 to 64,Female,British Columbia,Two household members,notask,Yes,None,No time,Sometime,0
14594,25 to 34,Female,New Brunswick,Two household members,notask,Yes,None,No time,Sometime,1
14595,65 to 74,Male,New Brunswick,Two household members,asked,No,None,No time,Sometime,1
14596,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14597,35 to 44,Female,Ontario,Three household members,asked,Yes,None,Sometime,Sometime,1
14598,65 to 74,Female,Manitoba,One household member,notask,No,None,No time,No time,0
14599,75 years and over,Female,New Brunswick,Two household members,notask,No,None,Sometime,No time,1
14600,35 to 44,Female,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,0
14601,75 years and over,Female,Alberta,One household member,notask,No,None,Sometime,Sometime,0
14602,55 to 64,Female,New Brunswick,Two household members,notask,Yes,None,Sometime,Sometime,1
14603,15 to 24,Female,Manitoba,Four household members,notask,No,None,No time,Sometime,0
14604,15 to 24,Female,Quebec,Five household members,notask,No,None,Sometime,Sometime,1
14605,35 to 44,Female,Ontario,One household member,notask,Yes,None,No time,Sometime,0
14606,45 to 54,Female,Quebec,Five household members,notask,Yes,None,Sometime,Sometime,0
14607,75 years and over,Male,Manitoba,Two household members,notask,No,None,Sometime,Sometime,0
14608,45 to 54,Female,Manitoba,Two household members,notask,Yes,None,No time,Sometime,1
14609,35 to 44,Male,New Brunswick,Three household members,notask,Yes,None,Sometime,Sometime,1
14610,35 to 44,Female,Ontario,One household member,notask,Yes,None,Sometime,Sometime,1
14611,15 to 24,Female,Saskatchewan,Four household members,notask,Yes,None,No time,Sometime,0
14612,25 to 34,Female,Quebec,Five household members,notask,No,None,No time,No time,1
14613,75 years and over,Female,Saskatchewan,One household member,notask,No,None,No time,Sometime,0
14614,25 to 34,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14615,65 to 74,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
14616,55 to 64,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14617,15 to 24,Female,British Columbia,Five household members,notask,No,None,No time,Sometime,1
14618,25 to 34,Female,Prince Edward Island,Four household members,asked,Yes,None,Sometime,Sometime,1
14619,15 to 24,Male,Ontario,Three household members,notask,Yes,None,No time,Sometime,0
14620,65 to 74,Female,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
14621,75 years and over,Female,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
14622,55 to 64,Male,Saskatchewan,One household member,notask,Yes,None,No time,Sometime,0
14623,75 years and over,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,0
14624,25 to 34,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,1
14625,55 to 64,Male,Nova Scotia,Two household members,notask,Yes,None,No time,No time,0
14626,45 to 54,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14627,65 to 74,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,1
14628,65 to 74,Male,Quebec,One household member,notask,Yes,None,No time,Sometime,1
14629,35 to 44,Female,Manitoba,Two household members,notask,Yes,None,No time,Sometime,1
14630,25 to 34,Female,Ontario,Three household members,asked,Yes,None,Sometime,Sometime,1
14631,75 years and over,Female,Quebec,One household member,notask,Yes,None,No time,Sometime,0
14632,35 to 44,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,0
14633,25 to 34,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,1
14634,55 to 64,Female,Ontario,Two household members,notask,No,None,No time,No time,0
14635,75 years and over,Male,Nova Scotia,Three household members,notask,Yes,None,No time,Sometime,0
14636,25 to 34,Male,Quebec,Two household members,asked,No,None,Sometime,No time,1
14637,55 to 64,Female,Ontario,Two household members,notask,No,None,No time,Sometime,1
14638,55 to 64,Female,Quebec,Three household members,notask,Yes,None,No time,Sometime,0
14639,55 to 64,Male,Quebec,One household member,notask,Yes,None,Sometime,Sometime,0
14640,45 to 54,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14641,45 to 54,Female,Prince Edward Island,Two household members,notask,No,None,No time,Sometime,1
14642,25 to 34,Female,Ontario,Three household members,notask,No,None,Sometime,Sometime,1
14643,65 to 74,Male,British Columbia,Two household members,notask,No,None,No time,Sometime,0
14644,55 to 64,Female,Quebec,One household member,notask,Yes,None,No time,Sometime,0
14645,35 to 44,Female,British Columbia,Two household members,notask,Yes,None,No time,Sometime,0
14646,25 to 34,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14647,25 to 34,Male,New Brunswick,Two household members,notask,No,None,No time,Sometime,0
14648,55 to 64,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
14649,55 to 64,Female,Ontario,Four household members,notask,No,None,No time,Sometime,1
14650,45 to 54,Female,Ontario,Five household members,notask,Yes,None,No time,Sometime,0
14651,65 to 74,Male,Saskatchewan,Two household members,notask,No,None,No time,Sometime,0
14652,25 to 34,Male,Quebec,Four household members,notask,Yes,None,Sometime,Sometime,1
14653,35 to 44,Female,Ontario,Five household members,notask,Yes,Yes,No time,Sometime,0
14654,45 to 54,Male,Newfoundland and Labrador,Four household members,notask,Yes,None,No time,Sometime,0
14655,15 to 24,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,0
14656,55 to 64,Male,Quebec,Two household members,notask,Yes,None,No time,Sometime,1
14657,75 years and over,Female,Manitoba,One household member,notask,No,None,Sometime,Sometime,0
14658,45 to 54,Male,British Columbia,Four household members,notask,Yes,None,No time,No time,0
14659,45 to 54,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
14660,45 to 54,Female,Manitoba,One household member,notask,Yes,None,No time,Sometime,1
14661,55 to 64,Female,Ontario,Two household members,notask,Yes,None,No time,No time,0
14662,25 to 34,Male,Alberta,Two household members,notask,Yes,None,No time,Sometime,0
14663,35 to 44,Male,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
14664,55 to 64,Female,Nova Scotia,Two household members,notask,Yes,None,No time,Sometime,1
14665,65 to 74,Male,British Columbia,One household member,notask,Yes,None,No time,Sometime,0
14666,15 to 24,Female,Ontario,Four household members,notask,No,None,No time,Sometime,1
14667,55 to 64,Female,Quebec,Two household members,asked,No,None,No time,Sometime,0
14668,55 to 64,Female,Quebec,One household member,asked,No,None,No time,Sometime,1
14669,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
14670,75 years and over,Male,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,1
14671,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14672,65 to 74,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
14673,45 to 54,Male,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,0
14675,25 to 34,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14676,75 years and over,Female,Quebec,One household member,notask,No,None,Sometime,No time,0
14677,65 to 74,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
14678,35 to 44,Male,Manitoba,Four household members,notask,Yes,None,Sometime,Sometime,1
14679,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
14680,65 to 74,Female,Ontario,One household member,notask,No,None,No time,Sometime,0
14681,45 to 54,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14682,75 years and over,Female,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
14683,15 to 24,Female,Alberta,Three household members,notask,No,None,Sometime,Sometime,0
14684,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14685,45 to 54,Female,Saskatchewan,Four household members,notask,Yes,Yes,No time,No time,1
14686,55 to 64,Male,Saskatchewan,Two household members,notask,Yes,None,No time,Sometime,1
14687,65 to 74,Male,Ontario,One household member,notask,No,None,Sometime,Sometime,0
14688,55 to 64,Male,Quebec,Three household members,notask,Yes,None,Sometime,Sometime,0
14689,65 to 74,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14690,25 to 34,Female,Quebec,Four household members,notask,No,None,No time,Sometime,0
14691,65 to 74,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
14692,25 to 34,Male,Newfoundland and Labrador,One household member,notask,No,None,No time,Sometime,1
14694,35 to 44,Female,Quebec,Three household members,notask,Yes,None,No time,Sometime,1
14695,55 to 64,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14696,35 to 44,Male,Alberta,Two household members,notask,Yes,Yes,No time,No time,1
14697,65 to 74,Female,Saskatchewan,Two household members,notask,No,None,Sometime,Sometime,0
14698,55 to 64,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14699,15 to 24,Female,Saskatchewan,Three household members,notask,No,None,No time,Sometime,1
14700,55 to 64,Female,New Brunswick,Two household members,notask,Yes,None,Sometime,Sometime,0
14701,65 to 74,Male,Ontario,Four household members,notask,No,None,Sometime,Sometime,0
14703,45 to 54,Female,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
14704,55 to 64,Male,Alberta,One household member,notask,Yes,None,No time,Sometime,1
14705,65 to 74,Male,Saskatchewan,Two household members,notask,No,None,Sometime,Sometime,0
14706,45 to 54,Male,Manitoba,Three household members,notask,Yes,None,No time,Sometime,0
14707,25 to 34,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,1
14708,15 to 24,Male,New Brunswick,One household member,notask,Yes,None,Sometime,Sometime,0
14709,45 to 54,Female,Saskatchewan,Three household members,notask,Yes,None,Sometime,Sometime,0
14710,15 to 24,Male,Quebec,Five household members,notask,No,None,No time,Sometime,1
14711,65 to 74,Male,Ontario,One household member,notask,Yes,None,No time,Sometime,0
14712,55 to 64,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
14713,55 to 64,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,1
14714,65 to 74,Male,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,0
14715,15 to 24,Male,New Brunswick,Three household members,notask,No,None,Sometime,Sometime,0
14717,35 to 44,Female,Alberta,One household member,notask,Yes,None,No time,No time,1
14718,45 to 54,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
14719,65 to 74,Female,Quebec,Two household members,notask,No,None,Sometime,Sometime,0
14720,45 to 54,Male,British Columbia,Three household members,notask,No,None,No time,Sometime,1
14721,45 to 54,Female,Quebec,Three household members,notask,Yes,None,No time,Sometime,1
14722,25 to 34,Male,Ontario,Three household members,notask,Yes,None,No time,No time,1
14723,45 to 54,Female,Ontario,One household member,notask,Yes,None,No time,Sometime,1
14724,55 to 64,Female,Newfoundland and Labrador,One household member,notask,Yes,Yes,Sometime,Sometime,0
14725,65 to 74,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
14726,35 to 44,Male,Ontario,Four household members,notask,Yes,None,No time,Sometime,0
14727,35 to 44,Male,Quebec,Five household members,notask,Yes,None,No time,Sometime,1
14728,45 to 54,Male,Newfoundland and Labrador,Four household members,notask,Yes,Yes,Sometime,Sometime,0
14729,35 to 44,Male,Nova Scotia,Four household members,notask,Yes,None,Sometime,Sometime,0
14730,55 to 64,Female,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
14731,25 to 34,Female,Nova Scotia,Four household members,notask,Yes,None,No time,No time,1
14732,45 to 54,Male,Ontario,Four household members,notask,No,None,No time,Sometime,1
14733,55 to 64,Male,Manitoba,One household member,notask,Yes,None,Sometime,Sometime,0
14734,25 to 34,Female,Ontario,Four household members,asked,Yes,None,Sometime,Sometime,1
14735,55 to 64,Male,Ontario,Three household members,notask,Yes,None,No time,Sometime,0
14736,35 to 44,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14737,75 years and over,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
14738,35 to 44,Male,British Columbia,Five household members,notask,Yes,None,Sometime,No time,0
14739,75 years and over,Female,Ontario,One household member,notask,No,None,No time,Sometime,0
14740,35 to 44,Male,Quebec,Two household members,notask,Yes,None,No time,No time,0
14741,35 to 44,Male,Prince Edward Island,Six household members or more,notask,No,None,No time,Sometime,0
14742,55 to 64,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
14743,45 to 54,Female,Ontario,One household member,notask,Yes,None,Sometime,No time,0
14744,75 years and over,Female,Ontario,Two household members,notask,No,None,Sometime,No time,0
14745,25 to 34,Male,Ontario,Four household members,notask,Yes,None,Sometime,No time,1
14746,75 years and over,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
14747,45 to 54,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14748,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14749,55 to 64,Male,Manitoba,Two household members,notask,No,None,No time,Sometime,0
14750,45 to 54,Female,Saskatchewan,Two household members,notask,Yes,None,No time,Sometime,0
14751,65 to 74,Female,Ontario,One household member,notask,No,None,No time,Sometime,0
14752,25 to 34,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
14753,35 to 44,Female,Newfoundland and Labrador,Three household members,notask,Yes,None,No time,No time,1
14754,25 to 34,Female,Quebec,Four household members,notask,Yes,None,No time,Sometime,1
14755,55 to 64,Male,Newfoundland and Labrador,Two household members,notask,No,None,No time,Sometime,0
14756,55 to 64,Male,Manitoba,Two household members,notask,Yes,None,No time,Sometime,0
14757,25 to 34,Female,Ontario,Four household members,notask,Yes,None,Sometime,No time,1
14758,25 to 34,Male,Ontario,Six household members or more,notask,No,None,No time,No time,0
14759,65 to 74,Male,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,0
14760,15 to 24,Female,Saskatchewan,Six household members or more,notask,No,None,No time,Sometime,1
14761,65 to 74,Female,Alberta,One household member,notask,Yes,None,No time,Sometime,1
14762,25 to 34,Male,British Columbia,Three household members,notask,No,Yes,No time,No time,1
14763,65 to 74,Female,Manitoba,Two household members,notask,Yes,None,No time,Sometime,0
14764,15 to 24,Male,Manitoba,Three household members,notask,Yes,None,Sometime,Sometime,0
14765,15 to 24,Female,Ontario,Four household members,notask,No,None,No time,No time,1
14766,45 to 54,Male,Alberta,Four household members,notask,No,None,No time,Sometime,1
14767,35 to 44,Male,British Columbia,Three household members,notask,Yes,Yes,Sometime,No time,1
14768,25 to 34,Male,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14769,55 to 64,Female,Manitoba,Two household members,notask,No,None,Sometime,Sometime,0
14770,65 to 74,Female,Nova Scotia,One household member,notask,Yes,None,No time,Sometime,0
14771,55 to 64,Female,Nova Scotia,Two household members,notask,Yes,Yes,No time,Sometime,0
14772,25 to 34,Female,Manitoba,Five household members,notask,Yes,None,Sometime,Sometime,1
14773,55 to 64,Female,Ontario,Two household members,notask,Yes,None,No time,Sometime,1
14774,75 years and over,Female,Ontario,One household member,notask,No,None,No time,Sometime,0
14775,65 to 74,Female,Prince Edward Island,One household member,notask,No,None,Sometime,No time,0
14776,55 to 64,Male,New Brunswick,Four household members,notask,No,None,No time,Sometime,0
14777,25 to 34,Male,Alberta,Three household members,notask,Yes,None,No time,Sometime,0
14778,55 to 64,Female,Ontario,Two household members,notask,Yes,None,Sometime,No time,1
14779,15 to 24,Male,Quebec,Six household members or more,notask,No,None,Sometime,Sometime,1
14780,75 years and over,Female,Ontario,One household member,notask,Yes,None,No time,No time,1
14782,25 to 34,Female,Ontario,Two household members,notask,Yes,Yes,Sometime,Sometime,1
14783,45 to 54,Male,British Columbia,Four household members,notask,Yes,None,No time,Sometime,0
14784,25 to 34,Female,Prince Edward Island,Two household members,notask,Yes,None,No time,Sometime,1
14785,75 years and over,Male,Nova Scotia,One household member,notask,No,None,No time,Sometime,1
14786,45 to 54,Female,Alberta,Three household members,notask,No,None,No time,Sometime,0
14787,55 to 64,Male,Quebec,One household member,notask,Yes,None,No time,Sometime,0
14788,65 to 74,Male,Nova Scotia,Two household members,notask,Yes,None,Sometime,No time,0
14789,65 to 74,Female,Manitoba,Two household members,notask,Yes,None,Sometime,Sometime,0
14790,45 to 54,Male,New Brunswick,Four household members,notask,No,None,No time,No time,0
14791,45 to 54,Male,Quebec,Four household members,notask,Yes,None,Sometime,Sometime,0
14792,75 years and over,Male,Alberta,Two household members,notask,Yes,None,Sometime,Sometime,0
14793,65 to 74,Female,Manitoba,Two household members,notask,No,None,No time,Sometime,0
14794,45 to 54,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14795,45 to 54,Female,British Columbia,Two household members,notask,Yes,None,No time,Sometime,1
14796,55 to 64,Male,Quebec,One household member,notask,No,None,Sometime,Sometime,0
14797,45 to 54,Female,Ontario,One household member,notask,No,Yes,No time,Sometime,1
14798,65 to 74,Female,Saskatchewan,One household member,notask,No,None,Sometime,Sometime,1
14799,35 to 44,Male,New Brunswick,Six household members or more,notask,No,None,No time,Sometime,0
14801,15 to 24,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14802,35 to 44,Female,Ontario,Three household members,notask,Yes,None,Sometime,No time,0
14803,65 to 74,Female,Saskatchewan,Two household members,notask,No,None,No time,Sometime,0
14804,35 to 44,Female,British Columbia,Three household members,asked,Yes,None,Sometime,Sometime,1
14805,35 to 44,Female,Alberta,Four household members,notask,Yes,None,Sometime,No time,1
14806,35 to 44,Female,Ontario,Three household members,notask,Yes,None,No time,No time,1
14807,25 to 34,Female,Quebec,Five household members,notask,Yes,Yes,Sometime,Sometime,1
14808,25 to 34,Female,British Columbia,One household member,notask,Yes,None,No time,Sometime,1
14809,75 years and over,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,0
14810,35 to 44,Female,Ontario,Three household members,notask,Yes,None,Sometime,No time,1
14811,55 to 64,Female,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,1
14812,55 to 64,Male,Quebec,Two household members,notask,No,None,Sometime,Sometime,0
14813,55 to 64,Male,Ontario,One household member,notask,Yes,None,Sometime,Sometime,0
14814,45 to 54,Male,Newfoundland and Labrador,Two household members,notask,Yes,None,Sometime,Sometime,0
14815,55 to 64,Female,Quebec,One household member,notask,No,None,No time,Sometime,0
14817,25 to 34,Male,Ontario,Two household members,asked,Yes,None,No time,No time,0
14818,15 to 24,Male,Ontario,Four household members,notask,Yes,None,Sometime,Sometime,1
14819,65 to 74,Female,British Columbia,One household member,notask,No,None,No time,Sometime,0
14820,45 to 54,Female,Ontario,Three household members,notask,Yes,None,No time,Sometime,1
14821,45 to 54,Female,Newfoundland and Labrador,One household member,notask,Yes,None,No time,No time,1
14822,65 to 74,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
14823,55 to 64,Male,Quebec,Two household members,notask,Yes,None,No time,Sometime,1
14824,35 to 44,Female,Newfoundland and Labrador,Four household members,notask,Yes,None,Sometime,Sometime,1
14826,15 to 24,Female,Saskatchewan,Three household members,notask,Yes,None,No time,Sometime,0
14827,35 to 44,Male,Nova Scotia,Two household members,notask,Yes,None,Sometime,Sometime,1
14828,45 to 54,Male,Nova Scotia,Three household members,notask,Yes,None,Sometime,Sometime,0
14829,45 to 54,Female,New Brunswick,Three household members,notask,Yes,None,No time,Sometime,0
14831,75 years and over,Male,Quebec,Two household members,notask,Yes,None,No time,Sometime,0
14832,25 to 34,Male,Nova Scotia,Two household members,notask,Yes,None,No time,No time,0
14833,35 to 44,Male,British Columbia,Two household members,notask,Yes,None,No time,Sometime,0
14834,25 to 34,Female,Nova Scotia,Three household members,notask,Yes,None,Sometime,Sometime,1
14835,45 to 54,Female,British Columbia,Four household members,notask,Yes,None,No time,Sometime,1
14836,35 to 44,Male,Ontario,One household member,notask,Yes,None,Sometime,No time,1
14837,35 to 44,Female,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,1
14839,45 to 54,Male,Quebec,Two household members,notask,Yes,None,Sometime,Sometime,0
14840,55 to 64,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
14841,55 to 64,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
14842,75 years and over,Female,Nova Scotia,Two household members,notask,No,None,Sometime,Sometime,0
14843,55 to 64,Female,British Columbia,One household member,notask,Yes,None,No time,No time,0
14844,75 years and over,Male,Manitoba,One household member,notask,Yes,None,No time,No time,0
14845,15 to 24,Female,Quebec,Three household members,asked,No,None,Sometime,Sometime,0
14846,25 to 34,Female,British Columbia,Two household members,notask,Yes,None,Sometime,No time,0
14847,35 to 44,Female,Nova Scotia,Four household members,notask,Yes,None,Sometime,Sometime,1
14848,55 to 64,Male,Quebec,Two household members,notask,No,Yes,No time,Sometime,0
14849,65 to 74,Male,British Columbia,Two household members,notask,Yes,None,Sometime,Sometime,0
14850,15 to 24,Male,British Columbia,Two household members,notask,Yes,None,No time,No time,1
14851,65 to 74,Male,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,0
14852,75 years and over,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14853,75 years and over,Female,Saskatchewan,Two household members,notask,No,None,No time,Sometime,1
14854,25 to 34,Female,New Brunswick,Four household members,notask,Yes,None,Sometime,Sometime,1
14855,65 to 74,Female,Ontario,One household member,notask,No,None,Sometime,Sometime,0
14856,75 years and over,Female,Alberta,One household member,notask,Yes,None,Sometime,Sometime,1
14857,15 to 24,Male,Nova Scotia,Six household members or more,notask,No,None,No time,No time,0
14858,35 to 44,Female,Manitoba,Four household members,notask,Yes,None,No time,Sometime,1
14859,35 to 44,Female,Alberta,Four household members,notask,Yes,None,No time,Sometime,0
14860,35 to 44,Female,Ontario,Two household members,notask,Yes,None,Sometime,Sometime,1
14861,55 to 64,Male,New Brunswick,Four household members,notask,Yes,None,Sometime,Sometime,0
14862,75 years and over,Male,Manitoba,Two household members,notask,No,None,Sometime,Sometime,0
14863,55 to 64,Male,Ontario,Two household members,notask,Yes,None,No time,Sometime,0
14864,65 to 74,Female,British Columbia,One household member,notask,Yes,None,Sometime,Sometime,0
14865,65 to 74,Female,British Columbia,Five household members,notask,Yes,None,No time,Sometime,1
14866,65 to 74,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
14867,35 to 44,Male,Alberta,Three household members,notask,No,None,Sometime,Sometime,1
14868,25 to 34,Female,Quebec,Four household members,notask,Yes,None,No time,Sometime,0
14869,35 to 44,Female,British Columbia,Two household members,notask,Yes,None,No time,Sometime,1
14870,35 to 44,Female,Ontario,Four household members,notask,Yes,None,No time,Sometime,1
14871,35 to 44,Male,Quebec,Four household members,asked,No,None,No time,Sometime,0
14872,55 to 64,Male,Ontario,Two household members,notask,No,None,Sometime,Sometime,0
14873,35 to 44,Female,Ontario,Three household members,notask,Yes,None,Sometime,Sometime,1
14874,25 to 34,Female,Quebec,One household member,notask,Yes,None,Sometime,No time,1
14875,55 to 64,Female,Quebec,Two household members,notask,No,None,No time,Sometime,0
14876,25 to 34,Male,New Brunswick,Four household members,notask,Yes,None,No time,No time,1
14878,35 to 44,Male,Saskatchewan,Four household members,notask,Yes,None,Sometime,Sometime,1
14879,55 to 64,Male,British Columbia,Three household members,notask,Yes,None,Sometime,Sometime,1
14880,55 to 64,Male,Ontario,Two household members,notask,No,None,No time,Sometime,0
14881,45 to 54,Male,Manitoba,Three household members,notask,No,None,Sometime,Sometime,1
14882,75 years and over,Female,British Columbia,One household member,notask,Yes,None,No time,Sometime,0
14883,65 to 74,Female,British Columbia,One household member,notask,Yes,None,No time,Sometime,0
14884,35 to 44,Female,Saskatchewan,One household member,notask,No,Yes,No time,Sometime,0
14885,35 to 44,Female,Quebec,One household member,notask,No,None,No time,No time,0
14886,55 to 64,Female,New Brunswick,Two household members,asked,Yes,None,Sometime,Sometime,0
